"","x"
"4565","stations"
"4566","scams"
"4567","infertilities"
"4568","euphorias"
"4569","trips"
"4570","explosions"
"4571","ghosts"
"4572","shams"
"4573","faiths"
"4574","dates"
"4575","happinesses"
"4576","railways"
"4577","parties"
"4578","figures"
"4579","philosophies"
"4580","shapes"
"4581","fortresses"
"4582","fortunes"
"4583","photographies"
"4584","sentences"
"4585","fraternities"
"4586","funeral parlors"
"4587","furies"
"4588","throats"
"4589","expenses"
"4590","turns"
"4591","fatnesses"
"4592","flairs"
"4593","tax offices"
"4594","hungers"
"4595","facts"
"4596","ice creams"
"4597","Jacuzzis"
"4598","gaps"
"4599","humblenesses"
"4600","humiliations"
"4601","hurricanes"
"4602","hopes"
"4603","imaginations"
"4604","impatiences"
"4605","impossibilities"
"4606","taxes"
"4607","childhoods"
"4608","heart attacks"
"4609","infidelities"
"4610","insults"
"4611","injustices"
"4612","rages"
"4613","soaps"
"4614","syringes"
"4615","pencils"
"4616","loyalties"
"4617","readings"
"4618","flings"
"4619","lines"
"4620","cries"
"4621","madnesses"
"4622","brightnesses"
"4623","moons"
"4624","lights"
"4625","flowerpots"
"4626","mothers"
"4627","getting up earlies"
"4628","uneasinesses"
"4629","natural springs"
"4630","seas"
"4631","marginalizations"
"4632","martyrdoms"
"4633","massages"
"4634","medals"
"4635","meditations"
"4636","snacks"
"4637","metastases"
"4638","submachine guns"
"4639","subways"
"4640","halves"
"4641","monsters"
"4642","carpets"
"4643","samplings"
"4644","ammunitions"
"4645","dolls"
"4646","stumps"
"4647","walls"
"4648","noses"
"4649","nauseas"
"4650","levels"
"4651","nights"
"4652","numbers"
"4653","oases"
"4654","objects"
"4655","offenses"
"4656","forgets"
"4657","oncologies"
"4658","operations"
"4659","orchids"
"4660","caterpillars"
"4661","paellas"
"4662","landscapes"
"4663","strolls"
"4664","dreads"
"4665","farts"
"4666","hostels"
"4667","losses"
"4668","profiles"
"4669","nightmares"
"4670","foots"
"4671","flirtatious remarks"
"4672","swimming pools"
"4673","fullnesses"
"4674","poems"
"4675","gunpowders"
"4676","prejudices"
"4677","awards"
"4678","products"
"4679","provinces"
"4680","psychoses"
"4681","stabs"
"4682","pustules"
"4683","chemotherapies"
"4684","relationships"
"4685","relaxations"
"4686","relaxes"
"4687","revulsions"
"4688","breathings"
"4689","rivals"
"4690","thefts"
"4691","wheels"
"4692","wisdoms"
"4693","salaries"
"4694","bloods"
"4695","satisfactions"
"4696","saunas"
"4697","thirsts"
"4698","seductions"
"4699","jungles"
"4700","sensitivities"
"4701","separations"
"4702","serenities"
"4703","servitudes"
"4704","sexualities"
"4705","naps"
"4706","syphilises"
"4707","briberies"
"4708","solidarities"
"4709","sounds"
"4710","smiles"
"4711","surprises"
"4712","calms"
"4713","suspicions"
"4714","wages"
"4715","floors"
"4716","lucks"
"4717","sufferings"
"4718","improvements"
"4719","substances"
"4720","scares"
"4721","whisperings"
"4722","touches"
"4723","tasks"
"4724","theaters"
"4725","ceilings"
"4726","keys"
"4727","themes"
"4728","temperances"
"4729","tendernesses"
"4730","earthquakes"
"4731","terrorisms"
"4732","texts"
"4733","bells"
"4734","tyrannies"
"4735","torments"
"4736","treasons"
"4737","tranquilities"
"4738","fugitives"
"4739","disorders"
"4740","sadnesses"
"4741","pipelines"
"4742","deck chairs"
"4743","unions"
"4744","courages"
"4745","steams"
"4746","glasses"
"4747","vegetations"
"4748","summers"
"4749","shames"
"4750","yogas"
"4751","agudo"
"4752","aguda"
"4753","agudamente"
"4754","cierto"
"4755","cierta"
"4756","ciertamente"
"4757","colosal"
"4758","colosalmente"
"4759","profundo"
"4760","profunda"
"4761","profundamente"
"4762","definitivo"
"4763","definitiva"
"4764","definitivamente"
"4765","enorme"
"4766","enormemente"
"4767","extremo"
"4768","extrema"
"4769","extremado"
"4770","extremada"
"4771","extremadamente"
"4772","gran"
"4773","grande"
"4774","grandemente"
"4775","fuertemente"
"4776","fuerte"
"4777","alto"
"4778","alta"
"4779","altamente"
"4780","enorme"
"4781","enormemente"
"4782","inmenso"
"4783","inmensa"
"4784","inmensamente"
"4785","incalculable"
"4786","incalculablemente"
"4787","masivo"
"4788","masiva"
"4789","masivamente"
"4790","más"
"4791","particular"
"4792","particularmente"
"4793","a propósito"
"4794","deliberadamente"
"4795","muy"
"4796","real"
"4797","realmente"
"4798","grave"
"4799","gravemente"
"4800","severo"
"4801","severa"
"4802","severamente"
"4803","significativo"
"4804","significativa"
"4805","significativamente"
"4806","seguro"
"4807","segura"
"4808","seguramente"
"4809","verdadero"
"4810","verdadera"
"4811","verdaderamente"
"4812","vasto"
"4813","vasta"
"4814","vastamente"
"4815","mucho"
"4816","mucha"
"4817","agut"
"4818","aguda"
"4819","agudament"
"4820","cert"
"4821","certa"
"4822","certament"
"4823","colossal"
"4824","colossalment"
"4825","profund"
"4826","profunda"
"4827","profundament"
"4828","definitiu"
"4829","definitiva"
"4830","definitivament"
"4831","enorme"
"4832","enormement"
"4833","extrem"
"4834","extrema"
"4835","extremat"
"4836","extremada"
"4837","extremadament"
"4838","gran"
"4839","granment"
"4840","fortament"
"4841","forta"
"4842","fort"
"4843","alt"
"4844","alta"
"4845","altament"
"4846","enorme"
"4847","enormement"
"4848","immens"
"4849","immensa"
"4850","immensament"
"4851","incalculable"
"4852","incalculablement"
"4853","massiu"
"4854","massiva"
"4855","Massivament"
"4856","més"
"4857","particular"
"4858","particularment"
"4859","a propósit"
"4860","deliberadament"
"4861","molt"
"4862","real"
"4863","realment"
"4864","greu"
"4865","greument"
"4866","sever"
"4867","severa"
"4868","severament"
"4869","significatiu"
"4870","significativa"
"4871","significativament"
"4872","segur"
"4873","segura"
"4874","segurament"
"4875","de segur"
"4876","veritable"
"4877","veritablement"
"4878","vast"
"4879","vasta"
"4880","vastament"
"4881","molt"
"4882","molta"
"4883","acute"
"4884","acutely"
"4885","certain"
"4886","certainly"
"4887","colossal"
"4888","colossally"
"4889","deep"
"4890","deeply"
"4891","definite"
"4892","definitely"
"4893","enormous"
"4894","enormously"
"4895","extreme"
"4896","extremely"
"4897","great"
"4898","greatly"
"4899","heavily"
"4900","heavy"
"4901","high"
"4902","highly"
"4903","huge"
"4904","hugely"
"4905","immense"
"4906","immensely"
"4907","incalculable"
"4908","incalculably"
"4909","massive"
"4910","massively"
"4911","more"
"4912","particular"
"4913","particularly"
"4914","purpose"
"4915","purposely"
"4916","quite"
"4917","real"
"4918","really"
"4919","serious"
"4920","seriously"
"4921","severe"
"4922","severely"
"4923","significant"
"4924","significantly"
"4925","sure"
"4926","surely"
"4927","true"
"4928","truly"
"4929","vast"
"4930","vastly"
"4931","very"
"4932","apenas"
"4933","escasamente"
"4934","poco"
"4935","difícilmente"
"4936","escaso"
"4937","escasa"
"4938","solo"
"4939","raramente"
"4940","ligeramente"
"4941","poco"
"4942","poca"
"4943","esporádico"
"4944","esporádica"
"4945","esporádicamente"
"4946","muy_poco"
"4947","menos"
"4948","solamente"
"4949","tot_just"
"4950","escassament"
"4951","poc"
"4952","difícilment"
"4953","escàs"
"4954","escassa"
"4955","rarament"
"4956","lleugerament"
"4957","poc"
"4958","poca"
"4959","esporàdic"
"4960","esporàdica"
"4961","esporàdicament"
"4962","molt_poc"
"4963","menys"
"4964","només"
"4965","barely"
"4966","faintly"
"4967","few"
"4968","hardly"
"4969","little"
"4970","only"
"4971","rarely"
"4972","seldom"
"4973","slightly"
"4974","sparesly"
"4975","sporadically"
"4976","very few"
"4977","very little"
"4978","ni"
"4979","nunca"
"4980","no"
"4981","nadie"
"4982","nada"
"4983","ni"
"4984","mai"
"4985","no"
"4986","ningú"
"4987","cap"
"4988","pas"
"4989","gens"
"4990","ain't"
"4991","aren't"
"4992","can't"
"4993","couldn't"
"4994","didn't"
"4995","doesn't"
"4996","don't"
"4997","hasn't"
"4998","isn't"
"4999","mightn't"
"5000","mustn't"
"5001","neither"
"5002","never"
"5003","no"
"5004","nobody"
"5005","nor"
"5006","not"
"5007","shan't"
"5008","shouldn't"
"5009","wasn't"
"5010","weren't"
"5011","won't"
"5012","wouldn't"
